route_id,service_id,trip_id,trip_headsign,shape_id
V2-107-44,2662,4292847,Paterna,47
V2-54-107,2662,4292391,Torrent Avinguda,1
V2-107-54,2662,4292848,Llíria,47
V2-44-20,2662,4292392,València Sud,1
V2-107-44,2662,4292849,Paterna,47
V2-54-107,2662,4292393,Torrent Avinguda,1
V2-107-54,2662,4292850,Llíria,47
V2-54-107,2662,4292394,Torrent Avinguda,1
V2-107-44,2662,4292851,Paterna,47
V2-44-107,2662,4292395,Torrent Avinguda,1
V2-107-54,2662,4292852,Llíria,47
V2-54-107,2662,4292396,Torrent Avinguda,1
V2-107-44,2662,4292853,Paterna,47
V2-44-107,2662,4292397,Torrent Avinguda,1
V2-107-54,2662,4292854,Llíria,47
V2-54-107,2662,4292398,Torrent Avinguda,1
V2-107-44,2662,4292855,Paterna,47
V2-44-107,2662,4292399,Torrent Avinguda,1
V2-107-54,2662,4292856,Llíria,47
V2-54-107,2662,4292400,Torrent Avinguda,1
V2-107-44,2662,4292857,Paterna,47
V2-44-107,2662,4292401,Torrent Avinguda,1
V2-107-54,2662,4292858,Llíria,47
V2-54-107,2662,4292402,Torrent Avinguda,1
V2-107-44,2662,4292859,Paterna,47
V2-44-107,2662,4292403,Torrent Avinguda,1
V2-107-54,2662,4292860,Llíria,47
V2-54-107,2662,4292404,Torrent Avinguda,1
V2-107-44,2662,4292861,Paterna,47
V2-44-107,2662,4292405,Torrent Avinguda,1
V2-54-107,2662,4292406,Torrent Avinguda,1
V2-107-54,2662,4292862,Llíria,47
V2-44-107,2662,4292407,Torrent Avinguda,1
V2-107-44,2662,4292863,Paterna,47
V2-54-107,2662,4292408,Torrent Avinguda,1
V2-44-107,2662,4292409,Torrent Avinguda,1
V2-107-54,2662,4292864,Llíria,47
V2-54-107,2662,4292410,Torrent Avinguda,1
V2-107-44,2662,4292865,Paterna,47
V2-44-107,2662,4292411,Torrent Avinguda,1
V2-107-54,2662,4292866,Llíria,47
V2-54-107,2662,4292412,Torrent Avinguda,1
V2-107-44,2662,4292867,Paterna,47
V2-107-54,2662,4292868,Llíria,47
V2-44-107,2662,4292413,Torrent Avinguda,1
V2-107-44,2662,4292869,Paterna,47
V2-54-107,2662,4292414,Torrent Avinguda,1
V2-107-54,2662,4292870,Llíria,47
V2-107-20,2662,4292871,València Sud,1
V2-44-20,2662,4292415,València Sud,1
V2-107-54,2662,4292872,Llíria,47
V2-54-107,2662,4292416,Torrent Avinguda,1
V2-107-29,2662,4292873,Empalme,47
V2-29-20,2662,4292417,València Sud,1
V2-107-20,2662,4292874,València Sud,1
V2-54-107,2662,4292418,Torrent Avinguda,1
V2-107-54,2662,4292875,Llíria,47
V2-54-107,2662,4292419,Torrent Avinguda,1
V2-107-20,2662,4292876,València Sud,1
V2-54-20,2662,4292420,València Sud,1
V2-54-107,2662,4292421,Torrent Avinguda,1
V3-66-64,2662,4292877,Rafelbunyol,43
V3-66-182,2662,4292422,Aeroport,3
V3-73-64,2662,4292878,Rafelbunyol,43
V3-66-73,2662,4292423,Av. del Cid,3
V3-182-64,2662,4292879,Rafelbunyol,43
V3-66-182,2662,4292424,Aeroport,3
V3-182-64,2662,4292880,Rafelbunyol,43
V3-64-182,2662,4292425,Aeroport,3
V3-66-64,2662,4292881,Rafelbunyol,43
V3-64-182,2662,4292426,Aeroport,3
V3-182-64,2662,4292882,Rafelbunyol,43
V3-66-182,2662,4292427,Aeroport,3
V3-66-64,2662,4292883,Rafelbunyol,43
V3-64-182,2662,4292428,Aeroport,3
V3-182-64,2662,4292884,Rafelbunyol,43
V3-56-182,2662,4292429,Aeroport,3
V3-182-64,2662,4292885,Rafelbunyol,43
V3-64-182,2662,4292430,Aeroport,3
V3-182-64,2662,4292886,Rafelbunyol,43
V3-64-182,2662,4292431,Aeroport,3
V3-182-64,2662,4292887,Rafelbunyol,43
V3-64-182,2662,4292432,Aeroport,3
V3-182-64,2662,4292888,Rafelbunyol,43
V3-64-182,2662,4292433,Aeroport,3
V3-182-64,2662,4292889,Rafelbunyol,43
V3-64-182,2662,4292434,Aeroport,3
V3-182-64,2662,4292890,Rafelbunyol,43
V3-64-182,2662,4292435,Aeroport,3
V3-182-64,2662,4292891,Rafelbunyol,43
V3-64-182,2662,4292436,Aeroport,3
V3-182-64,2662,4292892,Rafelbunyol,43
V3-64-182,2662,4292437,Aeroport,3
V3-182-64,2662,4292893,Rafelbunyol,43
V3-64-182,2662,4292438,Aeroport,3
V3-182-64,2662,4292894,Rafelbunyol,43
V3-64-182,2662,4292439,Aeroport,3
V3-182-64,2662,4292895,Rafelbunyol,43
V3-64-182,2662,4292440,Aeroport,3
V3-182-64,2662,4292896,Rafelbunyol,43
V3-64-182,2662,4292441,Aeroport,3
V3-182-64,2662,4292897,Rafelbunyol,43
V3-64-182,2662,4292442,Aeroport,3
V3-182-64,2662,4292898,Rafelbunyol,43
V3-64-182,2662,4292443,Aeroport,3
V3-182-64,2662,4292899,Rafelbunyol,43
V3-64-182,2662,4292444,Aeroport,3
V3-182-64,2662,4292900,Rafelbunyol,43
V3-64-182,2662,4292445,Aeroport,3
V3-182-64,2662,4292901,Rafelbunyol,43
V3-64-182,2662,4292446,Aeroport,3
V3-182-64,2662,4292902,Rafelbunyol,43
V3-64-182,2662,4292447,Aeroport,3
V3-182-64,2662,4292903,Rafelbunyol,43
V3-64-182,2662,4292448,Aeroport,3
V3-182-64,2662,4292904,Rafelbunyol,43
V3-64-182,2662,4292449,Aeroport,3
V3-182-64,2662,4292905,Rafelbunyol,43
V3-64-182,2662,4292450,Aeroport,3
V3-182-64,2662,4292906,Rafelbunyol,43
V3-64-182,2662,4292451,Aeroport,3
V3-182-64,2662,4292907,Rafelbunyol,43
V3-64-182,2662,4292452,Aeroport,3
V3-182-64,2662,4292908,Rafelbunyol,43
V3-64-182,2662,4292453,Aeroport,3
V3-182-64,2662,4292909,Rafelbunyol,43
V3-64-182,2662,4292454,Aeroport,3
V3-182-64,2662,4292910,Rafelbunyol,43
V3-64-182,2662,4292455,Aeroport,3
V3-182-64,2662,4292911,Rafelbunyol,43
V3-64-182,2662,4292456,Aeroport,3
V3-182-64,2662,4292912,Rafelbunyol,43
V3-64-182,2662,4292457,Aeroport,3
V3-182-64,2662,4292913,Rafelbunyol,43
V3-64-182,2662,4292458,Aeroport,3
V3-182-64,2662,4292914,Rafelbunyol,43
V3-64-182,2662,4292459,Aeroport,3
V3-182-64,2662,4292915,Rafelbunyol,43
V3-64-182,2662,4292460,Aeroport,3
V3-182-64,2662,4292916,Rafelbunyol,43
V3-64-182,2662,4292461,Aeroport,3
V3-182-64,2662,4292917,Rafelbunyol,43
V3-64-182,2662,4292462,Aeroport,3
V3-182-64,2662,4292918,Rafelbunyol,43
V3-64-182,2662,4292463,Aeroport,3
V3-182-64,2662,4292919,Rafelbunyol,43
V3-64-182,2662,4292464,Aeroport,3
V3-182-64,2662,4292920,Rafelbunyol,43
V3-64-182,2662,4292465,Aeroport,3
V3-182-64,2662,4292921,Rafelbunyol,43
V3-64-182,2662,4292466,Aeroport,3
V3-182-64,2662,4292922,Rafelbunyol,43
V3-64-182,2662,4292467,Aeroport,3
V3-182-64,2662,4292923,Rafelbunyol,43
V3-64-182,2662,4292468,Aeroport,3
V3-182-64,2662,4292924,Rafelbunyol,43
V3-64-182,2662,4292469,Aeroport,3
V3-182-64,2662,4292925,Rafelbunyol,43
V3-64-182,2662,4292470,Aeroport,3
V3-182-64,2662,4292926,Rafelbunyol,43
V3-64-182,2662,4292471,Aeroport,3
V3-182-64,2662,4292927,Rafelbunyol,43
V3-64-182,2662,4292472,Aeroport,3
V3-182-64,2662,4292928,Rafelbunyol,43
V3-64-182,2662,4292473,Aeroport,3
V3-182-64,2662,4292929,Rafelbunyol,43
V3-64-182,2662,4292474,Aeroport,3
V3-182-64,2662,4292930,Rafelbunyol,43
V3-64-182,2662,4292475,Aeroport,3
V3-182-64,2662,4292931,Rafelbunyol,43
V3-64-182,2662,4292476,Aeroport,3
V3-182-64,2662,4292932,Rafelbunyol,43
V3-64-182,2662,4292477,Aeroport,3
V3-182-64,2662,4292933,Rafelbunyol,43
V3-64-182,2662,4292478,Aeroport,3
V3-182-64,2662,4292934,Rafelbunyol,43
V3-64-182,2662,4292479,Aeroport,3
V3-182-64,2662,4292935,Rafelbunyol,43
V3-64-182,2662,4292480,Aeroport,3
V3-182-64,2662,4292936,Rafelbunyol,43
V3-64-182,2662,4292481,Aeroport,3
V3-182-64,2662,4292937,Rafelbunyol,43
V3-64-182,2662,4292482,Aeroport,3
V3-182-64,2662,4292938,Rafelbunyol,43
V3-64-182,2662,4292483,Aeroport,3
V3-182-64,2662,4292939,Rafelbunyol,43
V3-64-182,2662,4292484,Aeroport,3
V3-182-64,2662,4292940,Rafelbunyol,43
V3-64-182,2662,4292485,Aeroport,3
V3-182-66,2662,4292941,Machado,43
V3-64-182,2662,4292486,Aeroport,3
V3-182-64,2662,4292942,Rafelbunyol,43
V3-64-182,2662,4292487,Aeroport,3
V3-182-66,2662,4292943,Machado,43
V3-64-182,2662,4292488,Aeroport,3
V3-182-64,2662,4292944,Rafelbunyol,43
V3-182-66,2662,4292945,Machado,43
V3-64-182,2662,4292489,Aeroport,3
V3-182-64,2662,4292946,Rafelbunyol,43
V3-64-182,2662,4292490,Aeroport,3
V3-64-182,2662,4292491,Aeroport,3
V4-94-102,2662,4293183,Vicent Andrés Estellés,25
V4-95-98,2662,4293492,Dr. Lluch,5
V4-98-114,2662,4293184,Mas del Rosari,5
V4-95-98,2662,4293493,Dr. Lluch,5
V4-98-114,2662,4293187,Mas del Rosari,5
V4-95-98,2662,4293494,Dr. Lluch,5
V4-98-114,2662,4293188,Mas del Rosari,5
V4-95-98,2662,4293495,Dr. Lluch,5
V4-94-102,2662,4293191,Vicent Andrés Estellés,25
V4-102-98,2662,4293497,Dr. Lluch,25
V4-98-114,2662,4293192,Mas del Rosari,5
V4-95-98,2662,4293498,Dr. Lluch,5
V4-94-102,2662,4293194,Vicent Andrés Estellés,25
V4-114-98,2662,4293500,Dr. Lluch,25
V4-98-114,2662,4293196,Mas del Rosari,5
V4-95-98,2662,4293503,Dr. Lluch,5
V4-98-102,2662,4293198,Vicent Andrés Estellés,5
V4-95-98,2662,4293504,Dr. Lluch,5
V4-98-114,2662,4293200,Mas del Rosari,5
V4-114-98,2662,4293505,Dr. Lluch,25
V4-98-102,2662,4293202,Vicent Andrés Estellés,5
V4-95-98,2662,4293507,Dr. Lluch,5
V4-98-114,2662,4293204,Mas del Rosari,5
V4-102-98,2662,4293510,Dr. Lluch,25
V4-98-102,2662,4293206,Vicent Andrés Estellés,5
V4-114-98,2662,4293512,Dr. Lluch,25
V4-98-114,2662,4293209,Mas del Rosari,5
V4-102-98,2662,4293514,Dr. Lluch,25
V4-98-102,2662,4293211,Vicent Andrés Estellés,5
V4-114-98,2662,4293516,Dr. Lluch,25
V4-98-114,2662,4293214,Mas del Rosari,5
V4-102-98,2662,4293519,Dr. Lluch,25
V4-98-102,2662,4293217,Vicent Andrés Estellés,5
V4-114-98,2662,4293522,Dr. Lluch,25
V4-98-114,2662,4293220,Mas del Rosari,5
V4-102-98,2662,4293525,Dr. Lluch,25
V4-98-102,2662,4293223,Vicent Andrés Estellés,5
V4-114-98,2662,4293528,Dr. Lluch,25
V4-98-114,2662,4293226,Mas del Rosari,5
V4-102-98,2662,4293531,Dr. Lluch,25
V4-98-102,2662,4293229,Vicent Andrés Estellés,5
V4-114-98,2662,4293534,Dr. Lluch,25
V4-98-114,2662,4293232,Mas del Rosari,5
V4-102-98,2662,4293537,Dr. Lluch,25
V4-98-102,2662,4293235,Vicent Andrés Estellés,5
V4-114-98,2662,4293540,Dr. Lluch,25
V4-98-114,2662,4293238,Mas del Rosari,5
V4-102-98,2662,4293543,Dr. Lluch,25
V4-98-102,2662,4293241,Vicent Andrés Estellés,5
V4-114-98,2662,4293546,Dr. Lluch,25
V4-98-114,2662,4293244,Mas del Rosari,5
V4-102-98,2662,4293549,Dr. Lluch,25
V4-98-102,2662,4293247,Vicent Andrés Estellés,5
V4-114-98,2662,4293552,Dr. Lluch,25
V4-98-114,2662,4293250,Mas del Rosari,5
V4-102-98,2662,4293555,Dr. Lluch,25
V4-98-102,2662,4293253,Vicent Andrés Estellés,5
V4-114-98,2662,4293558,Dr. Lluch,25
V4-98-114,2662,4293256,Mas del Rosari,5
V4-102-98,2662,4293561,Dr. Lluch,25
V4-98-102,2662,4293259,Vicent Andrés Estellés,5
V4-114-98,2662,4293564,Dr. Lluch,25
V4-98-114,2662,4293262,Mas del Rosari,5
V4-102-98,2662,4293567,Dr. Lluch,25
V4-98-102,2662,4293265,Vicent Andrés Estellés,5
V4-114-98,2662,4293570,Dr. Lluch,25
V4-98-114,2662,4293268,Mas del Rosari,5
V4-102-98,2662,4293573,Dr. Lluch,25
V4-98-102,2662,4293271,Vicent Andrés Estellés,5
V4-114-98,2662,4293576,Dr. Lluch,25
V4-98-114,2662,4293274,Mas del Rosari,5
V4-102-98,2662,4293579,Dr. Lluch,25
V4-98-102,2662,4293277,Vicent Andrés Estellés,5
V4-114-98,2662,4293582,Dr. Lluch,25
V4-98-114,2662,4293280,Mas del Rosari,5
V4-102-98,2662,4293585,Dr. Lluch,25
V4-98-102,2662,4293283,Vicent Andrés Estellés,5
V4-114-98,2662,4293588,Dr. Lluch,25
V4-98-114,2662,4293286,Mas del Rosari,5
V4-102-98,2662,4293591,Dr. Lluch,25
V4-98-102,2662,4293289,Vicent Andrés Estellés,5
V4-114-98,2662,4293594,Dr. Lluch,25
V4-98-114,2662,4293292,Mas del Rosari,5
V4-102-98,2662,4293597,Dr. Lluch,25
V4-98-102,2662,4293295,Vicent Andrés Estellés,5
V4-114-98,2662,4293600,Dr. Lluch,25
V4-98-114,2662,4293298,Mas del Rosari,5
V4-102-98,2662,4293603,Dr. Lluch,25
V4-98-102,2662,4293301,Vicent Andrés Estellés,5
V4-114-98,2662,4293606,Dr. Lluch,25
V4-98-114,2662,4293304,Mas del Rosari,5
V4-102-98,2662,4293609,Dr. Lluch,25
V4-98-102,2662,4293307,Vicent Andrés Estellés,5
V4-114-98,2662,4293612,Dr. Lluch,25
V4-98-114,2662,4293310,Mas del Rosari,5
V4-102-98,2662,4293615,Dr. Lluch,25
V4-98-102,2662,4293313,Vicent Andrés Estellés,5
V4-114-98,2662,4293618,Dr. Lluch,25
V4-98-114,2662,4293316,Mas del Rosari,5
V4-102-98,2662,4293621,Dr. Lluch,25
V4-98-102,2662,4293319,Vicent Andrés Estellés,5
V4-114-98,2662,4293624,Dr. Lluch,25
V4-98-114,2662,4293322,Mas del Rosari,5
V4-102-98,2662,4293627,Dr. Lluch,25
V4-98-102,2662,4293325,Vicent Andrés Estellés,5
V4-114-98,2662,4293630,Dr. Lluch,25
V4-98-114,2662,4293328,Mas del Rosari,5
V4-102-98,2662,4293633,Dr. Lluch,25
V4-98-102,2662,4293331,Vicent Andrés Estellés,5
V4-114-98,2662,4293636,Dr. Lluch,25
V4-98-114,2662,4293334,Mas del Rosari,5
V4-102-98,2662,4293639,Dr. Lluch,25
V4-98-102,2662,4293337,Vicent Andrés Estellés,5
V4-114-98,2662,4293642,Dr. Lluch,25
V4-98-114,2662,4293340,Mas del Rosari,5
V4-102-98,2662,4293645,Dr. Lluch,25
V4-98-102,2662,4293343,Vicent Andrés Estellés,5
V4-114-98,2662,4293648,Dr. Lluch,25
V4-98-114,2662,4293346,Mas del Rosari,5
V4-102-98,2662,4293651,Dr. Lluch,25
V4-98-102,2662,4293349,Vicent Andrés Estellés,5
V4-114-98,2662,4293654,Dr. Lluch,25
V4-98-114,2662,4293352,Mas del Rosari,5
V4-102-98,2662,4293657,Dr. Lluch,25
V4-98-102,2662,4293355,Vicent Andrés Estellés,5
V4-114-98,2662,4293660,Dr. Lluch,25
V4-98-114,2662,4293358,Mas del Rosari,5
V4-102-98,2662,4293663,Dr. Lluch,25
V4-98-102,2662,4293361,Vicent Andrés Estellés,5
V4-114-98,2662,4293666,Dr. Lluch,25
V4-98-114,2662,4293364,Mas del Rosari,5
V4-102-98,2662,4293669,Dr. Lluch,25
V4-98-102,2662,4293367,Vicent Andrés Estellés,5
V4-114-98,2662,4293672,Dr. Lluch,25
V4-98-114,2662,4293370,Mas del Rosari,5
V4-102-98,2662,4293675,Dr. Lluch,25
V4-98-102,2662,4293373,Vicent Andrés Estellés,5
V4-114-98,2662,4293678,Dr. Lluch,25
V4-98-114,2662,4293376,Mas del Rosari,5
V4-102-98,2662,4293681,Dr. Lluch,25
V4-98-102,2662,4293379,Vicent Andrés Estellés,5
V4-114-98,2662,4293684,Dr. Lluch,25
V4-98-114,2662,4293382,Mas del Rosari,5
V4-102-98,2662,4293687,Dr. Lluch,25
V4-98-102,2662,4293385,Vicent Andrés Estellés,5
V4-114-98,2662,4293690,Dr. Lluch,25
V4-98-114,2662,4293388,Mas del Rosari,5
V4-102-98,2662,4293693,Dr. Lluch,25
V4-98-102,2662,4293391,Vicent Andrés Estellés,5
V4-114-98,2662,4293696,Dr. Lluch,25
V4-98-114,2662,4293394,Mas del Rosari,5
V4-102-98,2662,4293699,Dr. Lluch,25
V4-98-102,2662,4293397,Vicent Andrés Estellés,5
V4-114-98,2662,4293702,Dr. Lluch,25
V4-98-114,2662,4293400,Mas del Rosari,5
V4-102-98,2662,4293705,Dr. Lluch,25
V4-98-102,2662,4293403,Vicent Andrés Estellés,5
V4-114-98,2662,4293708,Dr. Lluch,25
V4-98-114,2662,4293406,Mas del Rosari,5
V4-102-98,2662,4293711,Dr. Lluch,25
V4-98-102,2662,4293409,Vicent Andrés Estellés,5
V4-114-98,2662,4293714,Dr. Lluch,25
V4-98-114,2662,4293412,Mas del Rosari,5
V4-102-98,2662,4293717,Dr. Lluch,25
V4-98-102,2662,4293415,Vicent Andrés Estellés,5
V4-114-98,2662,4293720,Dr. Lluch,25
V4-98-114,2662,4293418,Mas del Rosari,5
V4-102-98,2662,4293723,Dr. Lluch,25
V4-98-102,2662,4293421,Vicent Andrés Estellés,5
V4-114-98,2662,4293726,Dr. Lluch,25
V4-98-114,2662,4293424,Mas del Rosari,5
V4-102-98,2662,4293729,Dr. Lluch,25
V4-98-102,2662,4293427,Vicent Andrés Estellés,5
V4-114-98,2662,4293732,Dr. Lluch,25
V4-98-114,2662,4293430,Mas del Rosari,5
V4-102-98,2662,4293735,Dr. Lluch,25
V4-98-102,2662,4293433,Vicent Andrés Estellés,5
V4-114-98,2662,4293738,Dr. Lluch,25
V4-98-114,2662,4293436,Mas del Rosari,5
V4-102-98,2662,4293741,Dr. Lluch,25
V4-98-102,2662,4293439,Vicent Andrés Estellés,5
V4-114-98,2662,4293744,Dr. Lluch,25
V4-98-114,2662,4293442,Mas del Rosari,5
V4-102-98,2662,4293747,Dr. Lluch,25
V4-98-102,2662,4293445,Vicent Andrés Estellés,5
V4-114-98,2662,4293750,Dr. Lluch,25
V4-98-114,2662,4293448,Mas del Rosari,5
V4-102-98,2662,4293753,Dr. Lluch,25
V4-98-102,2662,4293451,Vicent Andrés Estellés,5
V4-114-98,2662,4293756,Dr. Lluch,25
V4-98-114,2662,4293454,Mas del Rosari,5
V4-102-98,2662,4293759,Dr. Lluch,25
V4-98-102,2662,4293457,Vicent Andrés Estellés,5
V4-114-98,2662,4293762,Dr. Lluch,25
V4-98-114,2662,4293460,Mas del Rosari,5
V4-102-98,2662,4293765,Dr. Lluch,25
V4-98-102,2662,4293463,Vicent Andrés Estellés,5
V4-114-98,2662,4293768,Dr. Lluch,25
V4-98-102,2662,4293464,Vicent Andrés Estellés,5
V4-102-98,2662,4293771,Dr. Lluch,25
V4-114-98,2662,4293774,Dr. Lluch,25
V4-98-114,2662,4293467,Mas del Rosari,5
V4-102-98,2662,4293777,Dr. Lluch,25
V4-114-98,2662,4293779,Dr. Lluch,25
V4-102-98,2662,4293781,Dr. Lluch,25
V4-98-102,2662,4293472,Vicent Andrés Estellés,5
V4-114-98,2662,4293783,Dr. Lluch,25
V4-102-98,2662,4293786,Dr. Lluch,25
V4-98-102,2662,4293475,Vicent Andrés Estellés,5
V4-114-98,2662,4293787,Dr. Lluch,25
V4-114-98,2662,4293792,Dr. Lluch,25
V4-102-98,2662,4293794,Dr. Lluch,25
V4-98-102,2662,4293478,Vicent Andrés Estellés,5
V4-102-98,2662,4293796,Dr. Lluch,25
V4-95-98,2662,4293799,Dr. Lluch,5
V4-98-102,2662,4293481,Vicent Andrés Estellés,5
V4-102-98,2662,4293800,Dr. Lluch,25
V4-102-98,2662,4293803,Dr. Lluch,25
V4-98-102,2662,4293484,Vicent Andrés Estellés,5
V4-102-98,2662,4293806,Dr. Lluch,25
V4-98-102,2662,4293487,Vicent Andrés Estellés,5
V4-102-98,2662,4293808,Dr. Lluch,25
V4-98-114,2662,4293490,Mas del Rosari,5
V4-94-115,2662,4293186,Ll. Llarga - Terramelar,25
V4-115-29,2662,4293501,Empalme,25
V4-29-115,2662,4293190,Ll. Llarga - Terramelar,5
V4-115-29,2662,4293509,Empalme,25
V4-29-115,2662,4293195,Ll. Llarga - Terramelar,5
V4-115-29,2662,4293515,Empalme,25
V4-94-115,2662,4293199,Ll. Llarga - Terramelar,25
V4-115-29,2662,4293520,Empalme,25
V4-29-115,2662,4293203,Ll. Llarga - Terramelar,5
V4-115-29,2662,4293526,Empalme,25
